,Airplane.bmp,BARBARA.bmp,BOAT.bmp,BRIDGE.bmp,Building.bmp,Cameraman.bmp,girl.bmp,LAX.bmp,LENNA.bmp,Lighthouse.bmp,Text.bmp,WOMAN.bmp,
100.0,0.8201803280236525,0.8880960144553768,0.8237659354182723,0.9427933870260564,0.8958805504657125,0.7953850254242426,0.8095451753947306,0.9061036216506508,0.8209636937317875,0.8508561667065851,0.9064581711579973,0.8320714985628201,
88.88888888888889,0.8521817626428265,0.9125402604149587,0.854539436552251,0.9566138102418309,0.9169181569988556,0.8304444423117908,0.847921255884486,0.9285379898617678,0.8548685744712469,0.8799380412306071,0.9267574319459503,0.8663471326602357,
80.0,0.8703397321773432,0.9245253679669376,0.8705704197059627,0.9627659701713545,0.9279028654642324,0.8500787619108277,0.8670981438909259,0.938395213691668,0.872117528934305,0.8945780897979038,0.9356663003941582,0.8826309661254822,
72.72727272727273,0.8861212635803152,0.9354741887670407,0.886480693091509,0.9692207429266401,0.9379277783620782,0.869738211550646,0.8859116376272026,0.9477440643069428,0.8894796221028921,0.9082531768143511,0.9453661903871537,0.8997005360578201,
66.66666666666666,0.8973376289390004,0.9430490581289382,0.8979991038999228,0.9725797803737533,0.9444310673568854,0.8818566203237942,0.8979322539136229,0.9541763052265051,0.9009230236255198,0.9179620491444124,0.9511624128033468,0.9108197152373593,
61.53846153846154,0.9061122149955078,0.9475711186559747,0.9050364392954489,0.9747948387019494,0.9488512020750113,0.8908466535521751,0.9061316593155665,0.9577275561330916,0.9089824203702505,0.9245721065758619,0.9550532471382653,0.9181753998324846,
57.14285714285714,0.9136602102678055,0.9520889223040443,0.9126532352364851,0.9774129478849859,0.9523937023639224,0.899083894755065,0.9142052123107866,0.9616282209680656,0.9164016542927426,0.9292102666309298,0.9581883141367844,0.9248255178992952,
53.333333333333336,0.9203436437419444,0.9562398818517202,0.919966639612189,0.979347381105653,0.956971642984404,0.9067059114927687,0.9211329728647326,0.9650917914494869,0.9230049083674916,0.9363438018939214,0.9623371676866087,0.9306501107347579,
50.0,0.9251636689356402,0.9604897316281962,0.9263249689311708,0.9809953613598383,0.9607795533784244,0.9146460438935804,0.9281539442663269,0.9681033925860661,0.9291838268586632,0.9404124993104043,0.9654848307756446,0.9357232201236853,
47.05882352941176,0.9321474837649519,0.963060928814773,0.9312699513655817,0.9823673759726792,0.9635897335134608,0.9199219249713361,0.9334318361101598,0.9701731485992755,0.9343143961300304,0.9457677214244741,0.9675418247268068,0.9410686784840783,
44.44444444444444,0.9359458551626016,0.9658480204936662,0.9361962182409074,0.9841089015057786,0.9658866677352425,0.9256644516086844,0.9375603548512034,0.9726857145515259,0.9384032391254792,0.9491645610219259,0.9703464932832211,0.945744119855407,
42.10526315789473,0.9405585127975782,0.968279415026675,0.9405797391678982,0.9853554353939928,0.969135917156046,0.9319637986478405,0.9424821973553195,0.9746448118504066,0.9434191188581479,0.9533547227770173,0.9726447297800765,0.9505879402841309,
40.0,0.9454541505769828,0.9715172871721537,0.9458790541446596,0.9865848996423884,0.9714376094503882,0.9362279641842247,0.9472328787214143,0.9767034692636579,0.9477191652727447,0.9570076178153998,0.9745501444703131,0.95463404271395,
38.095238095238095,0.9495396369846097,0.9734921466743152,0.9487749477259033,0.9877260334978536,0.9736016433920323,0.94144727029949,0.951158711684316,0.978788080270803,0.9525046691353725,0.9605455493384508,0.976973663766044,0.9575852986490095,
36.36363636363637,0.9537722115481332,0.9753282277160602,0.9532696164378958,0.9887630595645902,0.9756608565882445,0.9459057428950394,0.9556595860817917,0.9805049092401121,0.9552967384194051,0.9633526265467529,0.9788751756586462,0.9609254502483877,
34.78260869565217,0.9556531384273903,0.9764370369271491,0.9558608474671021,0.9893804848279663,0.9768862491773435,0.9477823294869048,0.9571915719353631,0.9814498238091641,0.9579487186736655,0.965098294973707,0.9797833956719635,0.9632753635420603,
33.33333333333333,0.9575759992272451,0.9778473116103533,0.9573120113043687,0.9897790966542102,0.9778335780818489,0.9505320601964333,0.9591996009572661,0.9825508301639908,0.959449570241593,0.9663935139166232,0.9806642680175949,0.9644386712438214,
32.0,0.9591498175290726,0.9782152723542955,0.959249882029551,0.9901773253851209,0.9787045118271392,0.9524528639695333,0.9611369146928755,0.9830498126967996,0.9617393983627949,0.9677820823654584,0.981457025534143,0.9658676714651915,
30.76923076923077,0.960377674824749,0.9793023951436506,0.9608427200860271,0.9905723467696546,0.9792787513303792,0.9536526392176237,0.9624094523107509,0.983706056743314,0.9625471441521654,0.9687761725535102,0.9820593612550236,0.9669890299102627,
29.629629629629626,0.9620009276594869,0.98029289939749,0.9614532235535336,0.9908958554154845,0.9802696129836075,0.9554898731773899,0.9638996330293089,0.9844185680963949,0.9641656228147729,0.9696686942691358,0.9826801664668802,0.968228267876013,
28.57142857142857,0.9631315294185094,0.9806618704220524,0.9628662839742546,0.9913240093161017,0.9810499029742815,0.9569058501795192,0.9650512783869439,0.9848656720319685,0.9651206416026404,0.9714543441955942,0.9834008088346452,0.9692038127529257,
27.586206896551722,0.9648783372792498,0.9818763712947758,0.9641683189505497,0.9915573627226737,0.9814925737289476,0.9586663643072819,0.9662532866610601,0.9855043978416947,0.9662214600816653,0.9724660883203333,0.9838333355581812,0.9705823813663362,
26.666666666666668,0.9659940407460315,0.9822469393411605,0.965892619961047,0.9918838773206243,0.9822124448335748,0.9602875796431478,0.9675088420275387,0.9858906048007334,0.9676219645356762,0.9732277279883101,0.9843593585490585,0.9715673571945957,
25.806451612903224,0.967094170833818,0.9827319535119179,0.9669939532062184,0.992111391970662,0.9827346892083795,0.960616025388022,0.968328078307608,0.9863195775216718,0.9688808045345677,0.9737964092951968,0.9850185989638062,0.972530636849043,
25.0,0.9683546262172691,0.9847831294166066,0.9672166995964028,0.9924028252150201,0.9842992013277644,0.9629519234469709,0.9703242766704774,0.9870232828426542,0.9704675766584921,0.9754183403103097,0.9866400925932491,0.9735330556208917,
24.242424242424242,0.9693210290138067,0.9836271727637405,0.968766929920751,0.9926521083054411,0.9838239161998108,0.9634241007654698,0.97056681157756,0.9872903310901886,0.9707060874565397,0.9757627330390369,0.9859106331103635,0.9740246650746541,
23.52941176470588,0.9698934881536838,0.9844884420184468,0.9697093051414643,0.992864759543864,0.9843812136036635,0.9645069141942729,0.9712885322751459,0.987802782263819,0.9717040966627769,0.976480069485127,0.9861875290870017,0.9748032599382702,
22.857142857142858,0.9706305986535204,0.984702563099618,0.9701899529359435,0.9931088149523786,0.9848724503298326,0.9657424467860206,0.9715893971566542,0.988174027492439,0.9723792090212552,0.9768488750147831,0.9864540437695392,0.975393891362493,
22.22222222222222,0.9717289210905348,0.9852235551509863,0.9713296495895304,0.9932151825096045,0.9853031803170282,0.9667385732084566,0.9730704187868665,0.9882528339935682,0.9733698105927071,0.9776362716169562,0.9872752044465231,0.9763893905013272,
21.62162162162162,0.9725389611793009,0.9856359443703837,0.9726144938080533,0.9936331118745685,0.9858752173084806,0.9680063620618845,0.9738385907646443,0.9886917198490595,0.9742987609217657,0.9781337461182531,0.9874465188021772,0.9771447886307933,
21.052631578947366,0.972839221273669,0.9858288809107797,0.972780944736377,0.9936133007615109,0.9856512552292276,0.9683277844753579,0.9741684221687263,0.989131726819085,0.9741092669654399,0.9786103303569625,0.9875575213690275,0.9776391815735466,
20.51282051282051,0.9735689221321621,0.9864740252485932,0.9738450188006945,0.9938541983768477,0.9865225540828849,0.968786770958852,0.9751224066437708,0.9893219386805381,0.9748928251510268,0.9795602562355363,0.9880082612035814,0.9780938978876462,
20.0,0.9743453051849517,0.9869461738199354,0.9739298982490022,0.9940519703828936,0.9864687217214573,0.9696458178751443,0.9756469250106234,0.9895007452383366,0.9755816173790454,0.9795329471582157,0.9881735622187928,0.978588828021986,
19.51219512195122,0.9746408683201815,0.9870177328215719,0.9749336254291618,0.9940951901318468,0.9868199381909486,0.9702691795778565,0.9760555255746082,0.989847232652347,0.9763369287855849,0.9802323628674695,0.988473840874739,0.9790531916066801,
19.047619047619047,0.9761041577496723,0.9874511648834157,0.9758620939969707,0.9943270609382824,0.9874327554865445,0.9716837885312501,0.9769913077831688,0.9902400831879481,0.9770710724487814,0.981003250925637,0.9890872579729174,0.9796368039702065,
18.6046511627907,0.9766872002786582,0.987958134368583,0.9767379400466202,0.9943539368919118,0.9881475093907373,0.9724641157194163,0.9777933950970036,0.9903017678667477,0.9781778434651304,0.9819354462751496,0.9893325148324099,0.9806235270232133,
18.181818181818183,0.9767721339255582,0.9881725270001955,0.9769974753981638,0.9945101513664999,0.9879456941745273,0.9727693856534139,0.9775852921889476,0.9906867290953992,0.97791407278522,0.9818499189270972,0.9894462957428349,0.9809182862673568,
17.77777777777778,0.9771101295811244,0.9881459676612331,0.9770949353070654,0.9947057504827693,0.9880886969021133,0.973377690611421,0.9784342051685457,0.9907934590749892,0.9785027013271559,0.9820900649074527,0.989566860566596,0.9809093826456607,
17.391304347826086,0.9777523446127254,0.988545623186151,0.9775176581683825,0.9948416247862408,0.9883539734342593,0.9740071116286196,0.9790762087674568,0.9910105586669015,0.9791780487448531,0.9826968116299747,0.9898974880986924,0.9816876508175777,
17.02127659574468,0.9782617603514641,0.9888553070784237,0.9781970623962972,0.9948732377830964,0.9889169442485414,0.9743735374474359,0.979412572948074,0.9912549972012489,0.9792696275013331,0.9829356099843465,0.9902083295819031,0.9820546222279896,
16.666666666666664,0.9784076150577102,0.9893318357372829,0.9785696545526797,0.9951567220534182,0.9890412018243029,0.9752197600576976,0.979482807639695,0.9915237245466354,0.9799110865214319,0.9831890273916504,0.9905089306384941,0.9823026893147542,
16.3265306122449,0.9793443281348904,0.9891626171252875,0.9789844629014466,0.9951924847332274,0.9888408660083,0.9754724355052639,0.9804017748779615,0.9917110516277956,0.9800853190021637,0.9836230718056286,0.9903792388173303,0.9827699012894346,
16.0,0.9799727410427846,0.9895825855918688,0.9797085310254305,0.9954738625795281,0.9895108326972508,0.9764672785462296,0.9810076102674495,0.9917874352867565,0.9811793332595439,0.9843114920442664,0.990963722190068,0.9832913722222305,
15.686274509803921,0.9808462315405928,0.9900553078503102,0.9811938066314857,0.9953003348134001,0.9901219945229006,0.9779625464593131,0.9814656296613838,0.9920501671423871,0.98186899194373,0.9855687554458749,0.991359708533925,0.9840303198027597,
15.384615384615385,0.980889461343091,0.9899503249916477,0.9805583861175841,0.9955035352904575,0.9900785292907541,0.9774356656571156,0.9816466246471072,0.9921119372632538,0.9817430850607808,0.9849146511062059,0.9916152735096353,0.9842904055950061,
15.09433962264151,0.9809920125821298,0.9901405052305292,0.9811235015189483,0.995530866375484,0.990009410547629,0.977665712827794,0.9820928051550422,0.9922770955135739,0.9819772439260488,0.9852346570652434,0.9913342317596262,0.9842072772637848,
14.814814814814813,0.9811915749498198,0.9905863052385229,0.9812078747548347,0.9956938473516529,0.9902236504198147,0.9783836457818832,0.9825207938576537,0.9924077531693095,0.9823180267904952,0.9855172416207248,0.9915789539522415,0.9844610401737217,
14.545454545454545,0.9814921590812693,0.9906049047364021,0.9813963724278192,0.995788293814777,0.990432448673864,0.9787198594826452,0.9826954695791738,0.9926056694531151,0.9826554327494484,0.9856027256077814,0.9916252422597225,0.9846155150747959,
14.285714285714285,0.9821310414596089,0.9906845432576182,0.9817372102545661,0.9958028204040755,0.9905725387898355,0.978733614294066,0.9827114321770873,0.9927088540069964,0.9831343601194651,0.9858866855335063,0.991832471719582,0.9848996346353627,
14.035087719298245,0.9824211705235844,0.991166302137919,0.9826018490655359,0.9959808974129596,0.9908358322773801,0.9796290266626447,0.9833118460036128,0.9929307363776758,0.9836910305127597,0.9860635160433704,0.9919548389262294,0.985291073087448,
13.793103448275861,0.9827713798045267,0.9908294163062263,0.9825653664670557,0.9959092724049474,0.9909715544269447,0.9795286412887194,0.9837025264083761,0.9930263493104737,0.983663410615333,0.9865559661398248,0.9921619820673424,0.9853858621049001,
